Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),Ori_Encoded_Error
img008745.jpg,1.761711121,11.11393185,0.261122145,26.22682762,2.526930723
img000717.jpg,0.29968673,9.414053148,0.213250525,6.119698048,7.448936007
img014710.jpg,0.507963181,7.942862844,0.163465265,20.43703842,3.3645149
img010081.jpg,0.141517803,7.380274677,0.158530762,4.757288933,0.520392593
img008891.jpg,0.344261348,6.55228286,0.159348138,7.64776516,2.101431922
img007941.jpg,0.178422898,17.10300371,0.317521904,9.379396439,7.473499929
img003388.jpg,0.05450708,6.464811189,0.127159653,3.804045916,6.839756557
img009641.jpg,0.936268866,5.980052599,0.17413263,13.42041683,0.413067616
img009209.jpg,0.403006554,7.60605341,0.181059182,8.338736534,3.124704824
img003682.jpg,0.506811023,5.320272547,0.138950445,10.98818779,0
img003410.jpg,0.434062004,12.55695701,0.270134211,8.503708839,3.795909221
img013367.jpg,0.047356784,3.607484792,0.066407093,13.73810387,6.225511242
img001311.jpg,0.676846206,23.98099054,0.575672641,4.299178123,6.273251703
img000405.jpg,0.295307517,4.626168233,0.103866566,12.76359844,3.421728833
img008735.jpg,0.121887863,10.37401831,0.193121522,10.09919834,6.695455578
img002743.jpg,0.172287643,10.64797976,0.199502724,12.59192657,1.384206991
img009915.jpg,0.200530395,9.337333048,0.182260189,10.37622738,2.16129234
img003202.jpg,0.171373323,3.301335863,0.074821914,9.958407402,3.138951744
img005217.jpg,0.233428285,17.1317793,0.361364823,3.740778923,1.757419626
img003175.jpg,0.075023703,2.237802199,0.043484215,16.9456501,3.989765784
img012311.jpg,0.447990417,7.558431623,0.17476546,10.44005203,4.532135738
img013839.jpg,0.486054987,2.604121465,0.089435421,11.04838085,7.868055197
img006717.jpg,0.144439086,3.029306504,0.059349706,22.29117775,0.40348238
img011736.jpg,0.989884973,17.65514254,0.354065992,21.54773521,7.212824051
img000826.jpg,0.529109478,10.74324894,0.222951081,14.90532589,7.759389449
